id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,net_profit,ROI,release_year,clean_movie,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,clean_title_x,primary_genre,title,studio,domestic_gross_y,foreign_gross,year,total_gross,clean_title_y
55,2008-02-01,Sukkar banat,1600000.0,1060591.0,14253760.0,12653760.0,7.9086,2008,sukkar banat,,,,,,,,,,Unknown,,,,,,,
56,1989-12-31,Out of the Dark,1600000.0,419428.0,419428.0,-1180572.0,-0.7378575,1989,out of the dark,,,,,,,,,,Unknown,,,,,,,
57,2006-01-27,Bubble,1600000.0,145382.0,145382.0,-1454618.0,-0.90913625,2006,bubble,,,,,,,,,,Unknown,,,,,,,
58,2005-09-23,Dil Jo Bhi Kahey...,1600000.0,129319.0,129319.0,-1470681.0,-0.919175625,2005,dil jo bhi kahey...,,,,,,,,,,Unknown,,,,,,,
59,1999-01-15,Mississippi Mermaid,1600000.0,27795.0,2627795.0,1027795.0,0.642371875,1999,mississippi mermaid,,,,,,,,,,Unknown,,,,,,,
60,2014-09-26,Two Night Stand,1600000.0,15600.0,868081.0,-731919.0,-0.457449375,2014,two night stand,tt2140619,Two Night Stand,Two Night Stand,2014.0,86.0,"Comedy,Romance",6.4,60510.0,two night stand,Comedy,Two Night Stand,EOne,18600.0,,2014.0,,two night stand
61,2005-11-04,I Love Your Work,1600000.0,3264.0,3264.0,-1596736.0,-0.99796,2005,i love your work,,,,,,,,,,Unknown,,,,,,,
62,1955-08-05,The Kingâs Thief,1577000.0,0.0,0.0,-1577000.0,-1.0,1955,the kingâs thief,,,,,,,,,,Unknown,,,,,,,
63,2011-04-01,Insidious,1500000.0,54009150.0,99870886.0,98370886.0,65.58059066666667,2011,insidious,,,,,,,,,,Unknown,Insidious,FD,54000000.0,43000000.0,2011.0,97000000.0,insidious
64,2016-10-21,Moonlight,1500000.0,27854931.0,65245512.0,63745512.0,42.497008,2016,moonlight,tt4975722,Moonlight,Moonlight,2016.0,111.0,Drama,7.4,227964.0,moonlight,Drama,,,,,,,
65,2003-09-12,Cabin Fever,1500000.0,21158188.0,30351664.0,28851664.0,19.234442666666666,2003,cabin fever,,,,,,,,,,Unknown,,,,,,,
66,2007-05-02,Waitress,1500000.0,19097550.0,22217183.0,20717183.0,13.811455333333333,2007,waitress,,,,,,,,,,Unknown,,,,,,,
67,1989-09-08,Kickboxer,1500000.0,14533681.0,14533681.0,13033681.0,8.689120666666666,1989,kickboxer,,,,,,,,,,Unknown,,,,,,,
68,1988-02-26,Bloodsport,1500000.0,11806119.0,11806119.0,10306119.0,6.870746,1988,bloodsport,,,,,,,,,,Unknown,,,,,,,
69,1939-10-17,Mr. Smith Goes To Washington,1500000.0,9000000.0,9000000.0,7500000.0,5.0,1939,mr. smith goes to washington,,,,,,,,,,Unknown,,,,,,,
70,2018-03-23,Unsane,1500000.0,7690044.0,14244931.0,12744931.0,8.496620666666667,2018,unsane,tt7153766,Unsane,Unsane,2018.0,98.0,"Drama,Horror,Mystery",6.4,32049.0,unsane,Drama,Unsane,BST,7700000.0,6600000.0,2018.0,14300000.0,unsane
71,1995-07-21,Kids,1500000.0,7412216.0,20412216.0,18912216.0,12.608144,1995,kids,,,,,,,,,,Unknown,,,,,,,
72,2005-10-05,The Squid and the Whale,1500000.0,7372734.0,11191423.0,9691423.0,6.460948666666667,2005,the squid and the whale,,,,,,,,,,Unknown,,,,,,,
73,2002-03-13,Kissing Jessica Stein,1500000.0,7025722.0,9345061.0,7845061.0,5.230040666666667,2002,kissing jessica stein,,,,,,,,,,Unknown,,,,,,,
74,1945-10-31,Spellbound,1500000.0,7000000.0,7000000.0,5500000.0,3.6666666666666665,1945,spellbound,,,,,,,,,,Unknown,,,,,,,
75,1979-04-20,Dawn of the Dead,1500000.0,5100000.0,55000000.0,53500000.0,35.666666666666664,1979,dawn of the dead,,,,,,,,,,Unknown,,,,,,,
76,1994-09-23,Exotica,1500000.0,5046118.0,5046118.0,3546118.0,2.364078666666667,1994,exotica,,,,,,,,,,Unknown,,,,,,,
77,2013-07-26,The To Do List,1500000.0,3491669.0,4128828.0,2628828.0,1.752552,2013,the to do list,tt1758795,The To Do List,The To Do List,2013.0,104.0,"Comedy,Romance",5.8,34524.0,the to do list,Comedy,,,,,,,
78,2013-02-01,The Gatekeepers,1500000.0,2408553.0,2592308.0,1092308.0,0.7282053333333334,2013,the gatekeepers,,,,,,,,,,Unknown,,,,,,,
79,1998-06-26,Buffalo '66,1500000.0,2380606.0,2380606.0,880606.0,0.5870706666666666,1998,buffalo '66,,,,,,,,,,Unknown,,,,,,,
80,1984-03-02,Repo Man,1500000.0,2300000.0,2300000.0,800000.0,0.5333333333333333,1984,repo man,,,,,,,,,,Unknown,,,,,,,
81,2016-10-21,Iâm Not Ashamed,1500000.0,2082980.0,2082980.0,582980.0,0.38865333333333335,2016,iâm not ashamed,,,,,,,,,,Unknown,,,,,,,
82,1985-01-18,Blood Simple,1500000.0,1690913.0,2730877.0,1230877.0,0.8205846666666666,1985,blood simple,,,,,,,,,,Unknown,,,,,,,
83,2002-04-19,Nueve Reinas,1500000.0,1222889.0,12412889.0,10912889.0,7.2752593333333335,2002,nueve reinas,,,,,,,,,,Unknown,,,,,,,
84,2013-04-19,The Lords of Salem,1500000.0,1165881.0,1541131.0,41131.0,0.027420666666666666,2013,the lords of salem,,,,,,,,,,Unknown,,,,,,,
85,2016-10-21,31,1500000.0,779820.0,922727.0,-577273.0,-0.38484866666666667,2016,31,tt3835080,31,31,2016.0,102.0,"Horror,Thriller",5.1,15055.0,31,Horror,,,,,,,
86,2005-03-25,The Ballad of Jack and Rose,1500000.0,712294.0,1126258.0,-373742.0,-0.24916133333333335,2005,the ballad of jack and rose,,,,,,,,,,Unknown,,,,,,,
87,2016-04-22,Unsullied,1500000.0,510957.0,510957.0,-989043.0,-0.659362,2016,unsullied,,,,,,,,,,Unknown,,,,,,,
88,1994-08-31,Killing Zoe,1500000.0,418953.0,418953.0,-1081047.0,-0.720698,1994,killing zoe,,,,,,,,,,Unknown,,,,,,,
89,2002-05-17,The Believer,1500000.0,406035.0,1840248.0,340248.0,0.226832,2002,the believer,,,,,,,,,,Unknown,,,,,,,
90,2008-03-07,Snow Angels,1500000.0,402858.0,414404.0,-1085596.0,-0.7237306666666666,2008,snow angels,,,,,,,,,,Unknown,,,,,,,
91,2001-08-10,Session 9,1500000.0,378176.0,1619602.0,119602.0,0.07973466666666666,2001,session 9,,,,,,,,,,Unknown,,,,,,,
92,2011-02-11,MOOZ-lum,1500000.0,362239.0,372239.0,-1127761.0,-0.7518406666666667,2011,mooz-lum,,,,,,,,,,Unknown,,,,,,,
93,2007-09-05,I Want Someone To Eat Cheese With,1500000.0,194568.0,194568.0,-1305432.0,-0.870288,2007,i want someone to eat cheese with,,,,,,,,,,Unknown,,,,,,,
94,2011-08-19,Amigo,1500000.0,184705.0,184705.0,-1315295.0,-0.8768633333333333,2011,amigo,,,,,,,,,,Unknown,,,,,,,
95,2007-09-07,Hatchet,1500000.0,175281.0,240396.0,-1259604.0,-0.839736,2007,hatchet,,,,,,,,,,Unknown,,,,,,,
96,2008-10-31,My Name is Bruce,1500000.0,173066.0,173066.0,-1326934.0,-0.8846226666666667,2008,my name is bruce,,,,,,,,,,Unknown,,,,,,,
97,2010-08-06,The Disappearance of Alice Creed,1500000.0,166980.0,1605139.0,105139.0,0.07009266666666666,2010,the disappearance of alice creed,,,,,,,,,,Unknown,The Disappearance of Alice Creed,Anch.,167000.0,701000.0,2010.0,868000.0,the disappearance of alice creed
98,1936-02-05,Modern Times,1500000.0,163245.0,199747.0,-1300253.0,-0.8668353333333333,1936,modern times,,,,,,,,,,Unknown,,,,,,,
99,2007-05-11,The Salon,1500000.0,139084.0,139084.0,-1360916.0,-0.9072773333333334,2007,the salon,,,,,,,,,,Unknown,,,,,,,
100,2013-10-25,The Square,1500000.0,124244.0,176262.0,-1323738.0,-0.882492,2013,the square,tt2486682,The Square,Al midan,2013.0,108.0,"Documentary,Drama,History",8.1,7998.0,the square,Documentary,,,,,,,
100,2013-10-25,The Square,1500000.0,124244.0,176262.0,-1323738.0,-0.882492,2013,the square,tt3753108,The Square,A tér,2013.0,52.0,Documentary,,,the square,Documentary,,,,,,,
1,2002-03-22,Stolen Summer,1500000.0,119841.0,119841.0,-1380159.0,-0.920106,2002,stolen summer,,,,,,,,,,Unknown,,,,,,,
2,2015-03-06,Road Hard,1500000.0,113169.0,113169.0,-1386831.0,-0.924554,2015,road hard,tt3110770,Road Hard,Road Hard,2015.0,98.0,Comedy,6.1,1681.0,road hard,Comedy,,,,,,,
3,2005-09-28,Forty Shades of Blue,1500000.0,75828.0,172569.0,-1327431.0,-0.884954,2005,forty shades of blue,,,,,,,,,,Unknown,,,,,,,
4,2009-10-09,Trucker,1500000.0,52429.0,52429.0,-1447571.0,-0.9650473333333334,2009,trucker,,,,,,,,,,Unknown,,,,,,,
5,2009-05-29,Pontypool,1500000.0,3865.0,31916.0,-1468084.0,-0.9787226666666666,2009,pontypool,,,,,,,,,,Unknown,,,,,,,
6,2015-09-28,"Me, You and Five Bucks",1500000.0,2105.0,2105.0,-1497895.0,-0.9985966666666667,2015,"me, you and five bucks",,,,,,,,,,Unknown,,,,,,,
7,2014-10-17,Housebound,1500000.0,0.0,236863.0,-1263137.0,-0.8420913333333333,2014,housebound,tt3504048,Housebound,Housebound,2014.0,107.0,"Comedy,Horror,Mystery",6.8,29757.0,housebound,Comedy,,,,,,,
8,2018-07-20,Teefa in Trouble,1500000.0,0.0,98806.0,-1401194.0,-0.9341293333333334,2018,teefa in trouble,tt8043306,Teefa in Trouble,Teefa in Trouble,2018.0,155.0,"Action,Comedy,Crime",7.4,2724.0,teefa in trouble,Action,,,,,,,
9,2005-11-04,Wal-Mart: The High Cost of Low Price,1500000.0,0.0,58692.0,-1441308.0,-0.960872,2005,wal-mart the high cost of low price,,,,,,,,,,Unknown,,,,,,,
10,2014-04-17,Closer to the Moon,1500000.0,0.0,5396.0,-1494604.0,-0.9964026666666667,2014,closer to the moon,tt2017486,Closer to the Moon,Closer to the Moon,2014.0,112.0,"Comedy,Crime,Drama",7.0,3585.0,closer to the moon,Comedy,,,,,,,
11,2006-03-17,Fetching Cody,1500000.0,0.0,0.0,-1500000.0,-1.0,2006,fetching cody,,,,,,,,,,Unknown,,,,,,,
12,2011-06-03,The Lion of Judah,1500000.0,0.0,0.0,-1500000.0,-1.0,2011,the lion of judah,tt1212022,The Lion of Judah,The Lion of Judah,2011.0,87.0,Animation,3.8,511.0,the lion of judah,Animation,,,,,,,
13,2014-11-11,Once Upon a Time in Queens,1500000.0,0.0,0.0,-1500000.0,-1.0,2014,once upon a time in queens,,,,,,,,,,Unknown,,,,,,,
14,2015-02-13,Girlhouse,1500000.0,0.0,0.0,-1500000.0,-1.0,2015,girlhouse,,,,,,,,,,Unknown,,,,,,,
15,2015-05-26,Mutant World,1500000.0,0.0,0.0,-1500000.0,-1.0,2015,mutant world,,,,,,,,,,Unknown,,,,,,,
16,2015-11-20,#Horror,1500000.0,0.0,0.0,-1500000.0,-1.0,2015,#horror,tt3526286,#Horror,#Horror,2015.0,101.0,"Crime,Drama,Horror",3.0,3092.0,#horror,Crime,,,,,,,
17,2015-09-08,Checkmate,1500000.0,0.0,0.0,-1500000.0,-1.0,2015,checkmate,tt3781616,Checkmate,Checkmate,2015.0,102.0,"Action,Crime,Thriller",2.9,931.0,checkmate,Action,,,,,,,
18,1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925486.0,184925486.0,183437486.0,123.27788037634409,1937,snow white and the seven dwarfs,,,,,,,,,,Unknown,,,,,,,
19,1968-01-01,Shalako,1455000.0,2620000.0,2620000.0,1165000.0,0.8006872852233677,1968,shalako,,,,,,,,,,Unknown,,,,,,,
20,2018-11-30,Werk ohne Autor,1400000.0,1303747.0,4331152.0,2931152.0,2.09368,2018,werk ohne autor,,,,,,,,,,Unknown,,,,,,,
21,2015-11-20,Mustang,1400000.0,845464.0,5552584.0,4152584.0,2.9661314285714284,2015,mustang,tt3966404,Mustang,Mustang,2015.0,97.0,Drama,7.6,30899.0,mustang,Drama,Mustang,Cohen,845000.0,,2015.0,,mustang
22,2005-04-29,The Holy Girl,1400000.0,304124.0,1261792.0,-138208.0,-0.09872,2005,the holy girl,,,,,,,,,,Unknown,,,,,,,
23,2014-10-03,La chambre bleue,1400000.0,260441.0,1945420.0,545420.0,0.3895857142857143,2014,la chambre bleue,,,,,,,,,,Unknown,,,,,,,
24,2004-09-17,Incident at Loch Ness,1400000.0,36830.0,56073.0,-1343927.0,-0.9599478571428571,2004,incident at loch ness,,,,,,,,,,Unknown,,,,,,,
25,2013-04-05,Eddie: The Sleepwalking Cannibal,1400000.0,1632.0,1632.0,-1398368.0,-0.9988342857142857,2013,eddie the sleepwalking cannibal,,,,,,,,,,Unknown,,,,,,,
26,2010-05-01,My Girlfriend's Boyfriend,1400000.0,0.0,0.0,-1400000.0,-1.0,2010,my girlfriend's boyfriend,tt1447793,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,2010.0,84.0,"Comedy,Romance",5.8,5461.0,my girlfriend's boyfriend,Comedy,,,,,,,
27,2014-12-31,Kurmanjan datka,1400000.0,0.0,0.0,-1400000.0,-1.0,2014,kurmanjan datka,,,,,,,,,,Unknown,,,,,,,
28,2014-12-31,House at the End of the Drive,1400000.0,0.0,0.0,-1400000.0,-1.0,2014,house at the end of the drive,tt0464054,House at the End of the Drive,House at the End of the Drive,2014.0,91.0,"Horror,Thriller",6.5,331.0,house at the end of the drive,Horror,,,,,,,
29,1966-07-06,Batman - The Movie,1377800.0,0.0,0.0,-1377800.0,-1.0,1966,batman - the movie,,,,,,,,,,Unknown,,,,,,,
30,1999-03-05,"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0,28356188.0,27006188.0,20.004583703703705,1999,"lock, stock and two smoking barrels",,,,,,,,,,Unknown,,,,,,,
31,1983-08-19,The Ballad of Gregorio Cortez,1305000.0,909000.0,909000.0,-396000.0,-0.30344827586206896,1983,the ballad of gregorio cortez,,,,,,,,,,Unknown,,,,,,,
32,1936-06-26,San Francisco,1300000.0,2868000.0,5273000.0,3973000.0,3.056153846153846,1936,san francisco,,,,,,,,,,Unknown,,,,,,,
33,1998-10-09,Festen,1300000.0,1647780.0,1647780.0,347780.0,0.2675230769230769,1998,festen,,,,,,,,,,Unknown,,,,,,,
34,1996-10-11,Trees Lounge,1300000.0,749741.0,749741.0,-550259.0,-0.42327615384615386,1996,trees lounge,,,,,,,,,,Unknown,,,,,,,
35,2009-05-22,The Girlfriend Experience,1300000.0,695840.0,1005840.0,-294160.0,-0.22627692307692307,2009,the girlfriend experience,,,,,,,,,,Unknown,,,,,,,
36,2007-03-23,Journey from the Fall,1300000.0,635305.0,635305.0,-664695.0,-0.5113038461538462,2007,journey from the fall,,,,,,,,,,Unknown,,,,,,,
37,2000-05-05,The Basket,1300000.0,609042.0,609042.0,-690958.0,-0.5315061538461539,2000,the basket,,,,,,,,,,Unknown,,,,,,,
38,2015-01-30,Above and Beyond,1300000.0,288751.0,288751.0,-1011249.0,-0.7778838461538462,2015,above and beyond,,,,,,,,,,Unknown,,,,,,,
39,1985-03-15,Def-Con 4,1300000.0,210904.0,210904.0,-1089096.0,-0.8377661538461538,1985,def-con 4,,,,,,,,,,Unknown,,,,,,,
40,2005-12-09,Neal n' Nikki,1300000.0,100358.0,329621.0,-970379.0,-0.7464453846153846,2005,neal n' nikki,,,,,,,,,,Unknown,,,,,,,
41,2003-12-19,The Hebrew Hammer,1300000.0,77755.0,90213.0,-1209787.0,-0.9306053846153847,2003,the hebrew hammer,,,,,,,,,,Unknown,,,,,,,
42,2014-06-13,Los insolitos peces gato,1300000.0,11278.0,54665.0,-1245335.0,-0.95795,2014,los insolitos peces gato,,,,,,,,,,Unknown,,,,,,,
43,2006-04-07,Simon,1300000.0,4055.0,1738663.0,438663.0,0.33743307692307695,2006,simon,,,,,,,,,,Unknown,,,,,,,
44,2011-05-24,Forget Me Not,1300000.0,0.0,13465.0,-1286535.0,-0.9896423076923077,2011,forget me not,,,,,,,,,,Unknown,,,,,,,
45,2010-06-08,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000.0,0.0,0.0,-1300000.0,-1.0,2010,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,,,,,,,,,,Unknown,,,,,,,
46,2015-06-26,The Algerian,1300000.0,0.0,0.0,-1300000.0,-1.0,2015,the algerian,,,,,,,,,,Unknown,,,,,,,
47,1940-03-21,Rebecca,1288000.0,6000000.0,6002370.0,4714370.0,3.660225155279503,1940,rebecca,,,,,,,,,,Unknown,,,,,,,
48,1981-04-30,Friday the 13th Part 2,1250000.0,21722776.0,21722776.0,20472776.0,16.3782208,1981,friday the 13th part 2,,,,,,,,,,Unknown,,,,,,,
49,1945-11-29,The Lost Weekend,1250000.0,11000000.0,11000000.0,9750000.0,7.8,1945,the lost weekend,,,,,,,,,,Unknown,,,,,,,
50,1984-08-31,C.H.U.D.,1250000.0,4700000.0,4700000.0,3450000.0,2.76,1984,c.h.u.d.,,,,,,,,,,Unknown,,,,,,,
51,2014-10-17,Dear White People,1250000.0,4404154.0,5403771.0,4153771.0,3.3230168,2014,dear white people,tt2235108,Dear White People,Dear White People,2014.0,108.0,"Comedy,Drama,Romance",6.1,23321.0,dear white people,Comedy,Dear White People,RAtt.,4400000.0,,2014.0,,dear white people
52,2013-04-19,Filly Brown,1250000.0,2850357.0,2940411.0,1690411.0,1.3523288,2013,filly brown,,,,,,,,,,Unknown,,,,,,,
53,1953-01-21,Niagara,1250000.0,2500000.0,2500000.0,1250000.0,1.0,1953,niagara,,,,,,,,,,Unknown,,,,,,,
54,2016-12-31,Bodom,1250000.0,0.0,726460.0,-523540.0,-0.418832,2016,bodom,,,,,,,,,,Unknown,,,,,,,
55,1941-10-28,How Green Was My Valley,1250000.0,0.0,0.0,-1250000.0,-1.0,1941,how green was my valley,,,,,,,,,,Unknown,,,,,,,
56,2015-01-13,Da Sweet Blood of Jesus,1250000.0,0.0,0.0,-1250000.0,-1.0,2015,da sweet blood of jesus,,,,,,,,,,Unknown,,,,,,,
57,2004-10-29,Saw,1200000.0,55968727.0,103880027.0,102680027.0,85.56668916666666,2004,saw,,,,,,,,,,Unknown,,,,,,,
58,1989-08-04,"Sex, Lies, and Videotape",1200000.0,24741667.0,36741667.0,35541667.0,29.618055833333333,1989,"sex, lies, and videotape",,,,,,,,,,Unknown,,,,,,,
59,2002-02-15,Super Troopers,1200000.0,18492362.0,23046142.0,21846142.0,18.205118333333335,2002,super troopers,,,,,,,,,,Unknown,,,,,,,
60,2002-02-22,Monsoon Wedding,1200000.0,13876974.0,27025600.0,25825600.0,21.521333333333335,2002,monsoon wedding,,,,,,,,,,Unknown,,,,,,,
61,2000-11-10,You Can Count on Me,1200000.0,9180275.0,10827356.0,9627356.0,8.022796666666666,2000,you can count on me,,,,,,,,,,Unknown,,,,,,,
62,1951-07-03,Strangers on a Train,1200000.0,7000000.0,7000000.0,5800000.0,4.833333333333333,1951,strangers on a train,,,,,,,,,,Unknown,,,,,,,
63,1955-10-03,The Trouble with Harry,1200000.0,7000000.0,7000000.0,5800000.0,4.833333333333333,1955,the trouble with harry,,,,,,,,,,Unknown,,,,,,,
64,1967-12-29,"Il buono, il brutto, il cattivo",1200000.0,6100000.0,6100000.0,4900000.0,4.083333333333333,1967,"il buono, il brutto, il cattivo",,,,,,,,,,Unknown,,,,,,,
65,1951-09-18,The Day the Earth Stood Still,1200000.0,3700000.0,3700000.0,2500000.0,2.0833333333333335,1951,the day the earth stood still,,,,,,,,,,Unknown,,,,,,,
66,2013-04-19,Home Run,1200000.0,2859955.0,2859955.0,1659955.0,1.3832958333333334,2013,home run,tt2051894,Home Run,Home Run,2013.0,113.0,"Drama,Sport",6.0,2745.0,home run,Drama,,,,,,,
67,1992-10-23,Reservoir Dogs,1200000.0,2832029.0,2832029.0,1632029.0,1.3600241666666666,1992,reservoir dogs,,,,,,,,,,Unknown,,,,,,,
68,2000-07-07,But I'm a Cheerleader,1200000.0,2205627.0,2509344.0,1309344.0,1.09112,2000,but i'm a cheerleader,,,,,,,,,,Unknown,,,,,,,
69,1956-12-23,The Wrong Man,1200000.0,2000000.0,2000000.0,800000.0,0.6666666666666666,1956,the wrong man,,,,,,,,,,Unknown,,,,,,,
70,1975-09-26,The Rocky Horror Picture Show,1200000.0,1414845.0,1615976.0,415976.0,0.34664666666666666,1975,the rocky horror picture show,,,,,,,,,,Unknown,,,,,,,
71,1976-01-01,The Blue Bird,1200000.0,887000.0,887000.0,-313000.0,-0.2608333333333333,1976,the blue bird,,,,,,,,,,Unknown,,,,,,,
72,2012-04-13,Blue Like Jazz,1200000.0,595018.0,595018.0,-604982.0,-0.5041516666666667,2012,blue like jazz,tt1758575,Blue Like Jazz,Blue Like Jazz,2012.0,108.0,"Comedy,Drama",5.9,2810.0,blue like jazz,Comedy,,,,,,,
73,2015-08-28,Que Horas Ela Volta?,1200000.0,376976.0,3249041.0,2049041.0,1.7075341666666666,2015,que horas ela volta?,,,,,,,,,,Unknown,,,,,,,
74,1982-11-19,Q,1200000.0,255000.0,255000.0,-945000.0,-0.7875,1982,q,,,,,,,,,,Unknown,,,,,,,
75,2003-03-21,Down & Out with the Dolls,1200000.0,58936.0,58936.0,-1141064.0,-0.9508866666666667,2003,down & out with the dolls,,,,,,,,,,Unknown,,,,,,,
76,2012-06-01,"Pink Ribbons, Inc.",1200000.0,26608.0,26608.0,-1173392.0,-0.9778266666666666,2012,"pink ribbons, inc.",,,,,,,,,,Unknown,,,,,,,
77,2018-02-06,Blood Feast,1200000.0,8708.0,8708.0,-1191292.0,-0.9927433333333333,2018,blood feast,,,,,,,,,,Unknown,,,,,,,
78,2011-02-11,Certifiably Jonathan,1200000.0,7826.0,7826.0,-1192174.0,-0.9934783333333334,2011,certifiably jonathan,,,,,,,,,,Unknown,,,,,,,
79,2015-09-18,La navaja de Don Juan,1200000.0,4254.0,4254.0,-1195746.0,-0.996455,2015,la navaja de don juan,,,,,,,,,,Unknown,,,,,,,
80,2008-12-31,Extreme Movie,1200000.0,0.0,81338.0,-1118662.0,-0.9322183333333334,2008,extreme movie,,,,,,,,,,Unknown,,,,,,,
81,1936-10-20,The Charge of the Light Brigade,1200000.0,0.0,0.0,-1200000.0,-1.0,1936,the charge of the light brigade,,,,,,,,,,Unknown,,,,,,,
82,2004-06-18,Grand Theft Parsons,1200000.0,0.0,0.0,-1200000.0,-1.0,2004,grand theft parsons,,,,,,,,,,Unknown,,,,,,,
83,2012-08-28,Below Zero,1200000.0,0.0,0.0,-1200000.0,-1.0,2012,below zero,,,,,,,,,,Unknown,,,,,,,
84,2012-09-07,Crowsnest,1200000.0,0.0,0.0,-1200000.0,-1.0,2012,crowsnest,tt2180333,Crowsnest,Crowsnest,2012.0,84.0,"Horror,Mystery,Thriller",3.9,1481.0,crowsnest,Horror,,,,,,,
85,2012-09-14,Airborne,1200000.0,0.0,0.0,-1200000.0,-1.0,2012,airborne,tt1827354,Airborne,Airborne,2012.0,81.0,"Comedy,Crime,Horror",3.9,2248.0,airborne,Comedy,,,,,,,
86,2014-09-09,Cotton Comes to Harlem,1200000.0,0.0,0.0,-1200000.0,-1.0,2014,cotton comes to harlem,,,,,,,,,,Unknown,,,,,,,
87,2015-02-03,Bleeding Hearts,1200000.0,0.0,0.0,-1200000.0,-1.0,2015,bleeding hearts,tt2622294,Bleeding Hearts,Bleeding Hearts,2015.0,100.0,Horror,3.4,123.0,bleeding hearts,Horror,,,,,,,
88,2013-12-31,The Wicked Within,1200000.0,0.0,0.0,-1200000.0,-1.0,2013,the wicked within,,,,,,,,,,Unknown,,,,,,,
89,2017-12-31,The Islands,1200000.0,0.0,0.0,-1200000.0,-1.0,2017,the islands,,,,,,,,,,Unknown,,,,,,,
90,2014-03-21,Godâs Not Dead,1150000.0,60755732.0,63777092.0,62627092.0,54.45834086956522,2014,godâs not dead,,,,,,,,,,Unknown,,,,,,,
91,2005-10-07,Waiting...,1125000.0,16124543.0,18673274.0,17548274.0,15.598465777777777,2005,waiting...,,,,,,,,,,Unknown,,,,,,,
92,2006-05-12,Dead Man's Shoes,1125000.0,6408.0,414736.0,-710264.0,-0.6313457777777778,2006,dead man's shoes,,,,,,,,,,Unknown,,,,,,,
93,1980-02-01,The Fog,1100000.0,21445318.0,21445820.0,20345820.0,18.4962,1980,the fog,,,,,,,,,,Unknown,,,,,,,
94,2005-12-25,Wolf Creek,1100000.0,16186348.0,29005064.0,27905064.0,25.36824,2005,wolf creek,,,,,,,,,,Unknown,,,,,,,
95,2005-02-11,Ong-Bak,1100000.0,4563167.0,24062965.0,22962965.0,20.875422727272728,2005,ong-bak,,,,,,,,,,Unknown,,,,,,,
96,2012-03-23,Serbuan maut,1100000.0,4105123.0,9297407.0,8197407.0,7.452188181818181,2012,serbuan maut,,,,,,,,,,Unknown,,,,,,,
97,1986-09-26,Down by Law,1100000.0,1436000.0,1436000.0,336000.0,0.3054545454545455,1986,down by law,,,,,,,,,,Unknown,,,,,,,
98,1987-09-04,The Offspring,1100000.0,1355728.0,1355728.0,255728.0,0.23248,1987,the offspring,,,,,,,,,,Unknown,,,,,,,
99,2002-02-22,Sex with Strangers,1100000.0,247740.0,247740.0,-852260.0,-0.7747818181818181,2002,sex with strangers,,,,,,,,,,Unknown,,,,,,,
100,2012-05-18,Beyond the Black Rainbow,1100000.0,56491.0,56491.0,-1043509.0,-0.9486445454545455,2012,beyond the black rainbow,,,,,,,,,,Unknown,,,,,,,
1,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000.0,39659.0,81371.0,-1018629.0,-0.9260263636363636,2003,dracula pages from a virgin's diary,,,,,,,,,,Unknown,,,,,,,
2,2014-11-21,The Sleepwalker,1100000.0,2636.0,2636.0,-1097364.0,-0.9976036363636364,2014,the sleepwalker,tt2723576,The Sleepwalker,The Sleepwalker,2014.0,91.0,Drama,4.9,632.0,the sleepwalker,Drama,,,,,,,
3,2017-03-07,Departure,1100000.0,0.0,27561.0,-1072439.0,-0.9749445454545455,2017,departure,,,,,,,,,,Unknown,,,,,,,
4,2009-04-07,Faith Like Potatoes,1100000.0,0.0,0.0,-1100000.0,-1.0,2009,faith like potatoes,,,,,,,,,,Unknown,,,,,,,
5,2010-03-23,Lake Mungo,1100000.0,0.0,0.0,-1100000.0,-1.0,2010,lake mungo,,,,,,,,,,Unknown,,,,,,,
6,2015-04-07,Silent Running,1100000.0,0.0,0.0,-1100000.0,-1.0,2015,silent running,,,,,,,,,,Unknown,,,,,,,
7,2010-12-31,The Dead Undead,1100000.0,0.0,0.0,-1100000.0,-1.0,2010,the dead undead,tt0923653,The Dead Undead,The Dead Undead,2010.0,89.0,"Action,Horror,Sci-Fi",3.0,791.0,the dead undead,Action,,,,,,,
8,2013-12-31,The Vatican Exorcisms,1100000.0,0.0,0.0,-1100000.0,-1.0,2013,the vatican exorcisms,tt3043194,The Vatican Exorcisms,The Vatican Exorcisms,2013.0,76.0,Horror,2.5,413.0,the vatican exorcisms,Horror,,,,,,,
9,2009-12-11,Rocket Singh: Salesman of the Year,1070000.0,164649.0,5348767.0,4278767.0,3.998847663551402,2009,rocket singh salesman of the year,,,,,,,,,,Unknown,,,,,,,
10,1943-01-23,Casablanca,1039000.0,10462500.0,10496855.0,9457855.0,9.102844080846968,1943,casablanca,,,,,,,,,,Unknown,,,,,,,
11,1976-11-21,Rocky,1000000.0,117235147.0,225000000.0,224000000.0,224.0,1976,rocky,,,,,,,,,,Unknown,,,,,,,
